Probe Set	Identifier	FirstOfLocuslink	FirstOfName	FirstOfFunction	Description							
3310600	XR_001010.1	54143	C21ORF74		C21ORF74							
510040	AI240735		HS.539205		HS.539205							
7330626	XM_935565.1	641806	LOC641806		LOC641806							
4180592	XM_932316.1	644701	LOC644701		LOC644701							
1770189	NM_001025190.1	401827	MPFL		MPFL							
6480239	AI217900		HS.569684		HS.569684							
6270731	BF593251		HS.560393		HS.560393							
6180328	BE042433		HS.565509		HS.565509							
270097	AA086324		HS.525681		HS.525681							
3180519	AA400272		HS.542905		HS.542905							
3710113	BQ438599		HS.98949		HS.98949							
5340184	AI798944		HS.554654		HS.554654							
110682	NM_005620.1	6282	S100A11		S100A11							
770255	NM_004918.2	9623	TCL1B		TCL1B							
4610397	NM_173817.1	284222	C18ORF58		C18ORF58							
6370673	AI948831		HS.552324		HS.552324							
1170154	NM_032924.3	7551	ZNF3		ZNF3							
3290152	NM_032924.3	7551	ZNF3		ZNF3							
7040280	NM_014666.2	9685	CLINT1		CLINT1							
5910053	AW665983		HS.563974		HS.563974							
4200041	NM_003708.3	8608	RDH16		RDH16							
4220112	NM_153042.3	221656	AOF1		AOF1							
6980168	XM_942425.1	652777	LOC652777		LOC652777							
1740019	AI658704		HS.196849		HS.196849							
2230373	XM_942270.1	652679	LOC652679		LOC652679							
7570195	NM_014686.3	9710	KIAA0355		KIAA0355							
5890543	NM_138574.1	154150	HDGFL1		HDGFL1							
3800433	XM_943994.1	649967	LOC649967		LOC649967							
4590020	NM_018566.3	55432	YOD1		YOD1							
3120468	BI755508		HS.441066		HS.441066							
5270026	BI388675		HS.541753		HS.541753							
4120110	BQ007512		HS.566638		HS.566638							
1570167	XM_935781.2	402509	LOC402509		LOC402509							
2190743	NM_018107.4	55147	RBM23		RBM23							
5550619	NM_031284.3	83440	ADPGK		ADPGK							
4590674	BX115956		HS.129407		HS.129407							
1710017	XM_927499.1	644336	LOC644336		LOC644336							
360327	AW439988		HS.539373		HS.539373							
540324	BF509174		HS.564789		HS.564789							
4060619	NM_021111.1	8434	RECK		RECK							
3390487	NM_021111.1	8434	RECK		RECK							
2970754	NM_033417.1	93323	NY-SAR-48		NY-SAR-48							
6280674	NM_033417.1	93323	NY-SAR-48		NY-SAR-48							
2600288	NM_004287.3	9570	GOSR2		GOSR2							
3850747	NM_004287.3	9570	GOSR2		GOSR2							
6650768	N54163		HS.47453		HS.47453							
1940102	NM_014787.2	9829	DNAJC6		DNAJC6							
5080131	NM_145792.1	4257	MGST1		MGST1							
4540333	NM_152431.1	143689	PIWIL4		PIWIL4							
6400184	NM_152431.1	143689	PIWIL4		PIWIL4							
4640059	NM_022658.3	3224	HOXC8		HOXC8							
1010605	XM_001126088.1	727737	LOC727737		LOC727737							
7200424	BF434886		HS.562559		HS.562559							
5860152	NM_001001391.1	960	CD44		CD44							
20246	NM_006669.2	10859	LILRB1		LILRB1							
2630400	NM_015235.2	23283	CSTF2T		CSTF2T							
5090289	NM_004093.2	1948	EFNB2		EFNB2							
3400767	XM_930882.1	89837	FAM7A3		FAM7A3							
20202	AA084299		HS.543603		HS.543603							
6620209	NM_001004340.1	2210	FCGR1B		FCGR1B							
7320338	NM_201631.2	9333	TGM5		TGM5							
3450131	NM_201631.2	9333	TGM5		TGM5							
3460370	AA861198		HS.550356		HS.550356							
460278	BE505006		HS.542873		HS.542873							
3610040	NM_173550.2	203238	C9ORF93		C9ORF93							
2060020	NM_173550.2	203238	C9ORF93		C9ORF93							
870672	XM_929080.1	646114	LOC646114		LOC646114							
650050	NM_144767.3	11214	AKAP13		AKAP13							
4760471	NM_053024.2	5217	PFN2		PFN2							
6130538	NM_053024.2	5217	PFN2		PFN2							
3290743	NM_172140.1	282618	IL29		IL29							
7510753	NM_172140.1	282618	IL29		IL29							
3290259	NR_002798.1	256236	NAPSB		NAPSB							
5960156	NM_018221.1	55233	MOBK1B		MOBK1B							
7550719	NM_004923.3	9633	MTL5		MTL5							
1430047	NM_014481.2	27301	APEX2		APEX2							
6940504	BG437415		HS.575615		HS.575615							
940719	BX248745		HS.569320		HS.569320							
5560360	NM_199462.1	25778	RIPK5		RIPK5							
6370615	NM_000359.2	7051	TGM1		TGM1							
5720609	NM_016008.2	51626	DYNC2LI1		DYNC2LI1							
2510474	NM_016008.2	51626	DYNC2LI1		DYNC2LI1							
7380300	XM_931123.1	642468	LOC642468		LOC642468							
240619	XM_930699.1	642269	LOC642269		LOC642269							
3930224	NM_001005222.1	390053	OR52A4		OR52A4							
3990730	AI808343		HS.130361		HS.130361							
160372	BX102688		HS.102428		HS.102428							
770204	NM_152605.2	163115	ZNF781		ZNF781							
730239	BU608513		HS.560095		HS.560095							
2760373	AA928463		HS.574861		HS.574861							
6020035	NM_001005613.1	1896	EDA		EDA							
3890762	NM_000605.2	3440	IFNA2		IFNA2							
4070739	AA293893		HS.583506		HS.583506							
7400594	XM_944991.1	145438	C14ORF82		C14ORF82							
60487	AK125302		HS.423734		HS.423734							
1400059	NM_001099270.1	403341	ZBTB34		ZBTB34							
4180750	AA905451		HS.538234		HS.538234							
6770427	NM_014495.2	27329	ANGPTL3		ANGPTL3							
1400592	NM_005512.1	2615	LRRC32		LRRC32							
670471	XM_927798.1	644704	LOC644704		LOC644704							
7000025	NM_003286.2	7150	TOP1		TOP1							
4210414	NM_002708.3	5499	PPP1CA		PPP1CA							
1570092	XM_940079.1	84617	TUBB6		TUBB6							
3140504	XM_930303.1	644876	LOC644876		LOC644876							
5690070	AA508471		HS.540329		HS.540329							
5340017	NR_002196.1	283120	H19		H19							
130091	T16493		HS.537847		HS.537847							
4540341	NM_032267.1	84227	RGSL2		RGSL2							
7150376	NM_198994.2	343641	TGM6		TGM6							
7380615	NM_138499.3	170394	PWWP2B		PWWP2B							
2650020	NM_138499.3	170394	PWWP2B		PWWP2B							
1500575	AW236020		HS.538100		HS.538100							
7150239	AI204361		HS.562862		HS.562862							
5130544	DB297878		HS.576651		HS.576651							
7560201	NM_022451.9	64318	NOC3L		NOC3L							
2970626	XM_927067.1	389722	LOC389722		LOC389722							
5870035	AW293363		HS.565520		HS.565520							
4860180	NM_014904.1	22841	RAB11FIP2		RAB11FIP2							
4760630	NM_014904.1	22841	RAB11FIP2		RAB11FIP2							
2060402	AA442586		HS.569094		HS.569094							
6590563	BX103256		HS.562110		HS.562110							
520674	BX090357		HS.98004		HS.98004							
5090446	NM_012239.4	23410	SIRT3		SIRT3							
4640639	NM_015299.2	23351	KIAA0323		KIAA0323							
3130370	NM_018300.2	55769	ZNF83		ZNF83							
2070280	CA391675		HS.527071		HS.527071							
1770315	NM_007052.3	27035	NOX1		NOX1							
4280379	XR_000268.2	441762	LOC441762		LOC441762							
3360373	NM_005086.3	8082	SSPN		SSPN							
110538	XM_936529.1	647466	LOC647466		LOC647466							
3990327	AW118810		HS.566874		HS.566874							
2000671	BM850770		HS.450769		HS.450769							
360372	BQ006833		HS.559248		HS.559248							
5270082	NM_003636.2	8514	KCNAB2		KCNAB2							
1340196	NM_003636.2	8514	KCNAB2		KCNAB2							
4050431	NM_017680.3	54829	ASPN		ASPN							
5340465	XM_378708		HS.514518		HS.514518							
3870246	NM_001007097.1	4915	NTRK2		NTRK2							
1470187	NM_182490.1	7770	ZNF227		ZNF227							
290008	NM_001004124.1	81300	OR4P4		OR4P4							
7050553	AK026659		HS.79881		HS.79881							
6280131	NM_024895.3	79955	PDZD7		PDZD7							
3130133	NM_144597.1	123207	C15ORF40		C15ORF40							
1710487	NM_003604.1	8471	IRS4		IRS4							
2940646	NM_014374.1	29803	REPIN1		REPIN1							
2640129	DA178531		HS.582293		HS.582293							
2710411	NM_181775.2	91584	PLXNA4B		PLXNA4B							
4200626	NM_005644.2	6883	TAF12		TAF12							
1570368	BF516226		HS.565899		HS.565899							
3710592	NM_153688.1	162239	ZFP1		ZFP1							
5900343	NM_006314.1	10256	CNKSR1		CNKSR1							
1260014	AK025166		HS.14555		HS.14555							
4570661	BM718749		HS.221364		HS.221364							
3290736	NM_002536.2	4943	TBC1D25		TBC1D25							
3610450	NM_002536.2	4943	TBC1D25		TBC1D25							
6060278	NM_000190.3	3145	HMBS		HMBS							
7320021	NM_000190.3	3145	HMBS		HMBS							
5820072	XM_926086.2	653114	LOC653114		LOC653114							
5080280	NM_198925.1	10509	SEMA4B		SEMA4B							
3180139	AK055705		HS.486362		HS.486362							
1580026	AI249524		HS.543494		HS.543494							
3850438	NM_001003677.1	79096	C11ORF49		C11ORF49							
5910706	NM_020961.2	57721	KIAA1627		KIAA1627							
130609	NM_003890.1	8857	FCGBP		FCGBP							
7210035	NR_003041.1	692084	SNORD13		SNORD13							
5130608	XM_941388.1	652067	LOC652067		LOC652067							
3450433	BE348805		HS.543111		HS.543111							
5690202	NM_018064.2	55122	AKIRIN2		AKIRIN2							
1070544	NM_024329.4	79180	EFHD2		EFHD2							
4610598	NM_032227.2	84187	TMEM164		TMEM164							
1240592	NM_145030.1	221908	C7ORF47		C7ORF47							
6900086	NM_006988.3	9510	ADAMTS1		ADAMTS1							
5670576	NM_080751.2	117532	TMC2		TMC2							
6100280	AI203701		HS.128035		HS.128035							
4230288	BQ005416		HS.567135		HS.567135							
3460301	NM_013997.1	6863	TAC1		TAC1							
2510019	NM_001568.2	3646	EIF3E		EIF3E							
5810343	BG184951		HS.574778		HS.574778							
6560706	DR979451		HS.578161		HS.578161							
1690541	NM_005259.2	2660	MSTN		MSTN							
2060465	NM_182666.1	7324	UBE2E1		UBE2E1							
2470289	AA725682		HS.564967		HS.564967							
620553	AI961100		HS.539768		HS.539768							
3780161	NM_017866.4	54968	TMEM70		TMEM70							
2360561	NM_017866.4	54968	TMEM70		TMEM70							
4890528	BX089299		HS.170666		HS.170666							
6200477	AW513776		HS.541675		HS.541675							
3840661	AI948714		HS.171050		HS.171050							
1190500	AI199741		HS.570348		HS.570348							
6220228	XM_926744.1	643253	LOC643253		LOC643253							
7650154	XM_931960.1	643982	LOC643982		LOC643982							
150324	BU620605		HS.561268		HS.561268							
6330064	BM925865		HS.444974		HS.444974							
450408	NM_018198.2	55735	DNAJC11		DNAJC11							
5960040	XM_942610.2	389842	LOC389842		LOC389842							
2100379	AA868218		HS.582066		HS.582066							
6620598	NM_001024943.1	435	ASL		ASL							
4250133	AA883449		HS.542777		HS.542777							
3940754	NM_006566.1	10666	CD226		CD226							
2940131	XM_928051.1	644979	LOC644979		LOC644979							
1570504	XM_928051.1	644979	LOC644979		LOC644979							
2630156	XM_931142.1	642883	LOC642883		LOC642883							
2230575	XM_930705.1	642267	LOC642267		LOC642267							
6130095	BG222051		HS.578010		HS.578010							
4220193	XM_001129013.1	59307	SIGIRR		SIGIRR							
3990487	XM_001129013.1	59307	SIGIRR		SIGIRR							
840424	XM_941674.1	649613	LOC649613		LOC649613							
7210338	XM_062871.7	643677	LOC643677		LOC643677							
3310543	NM_022063.1	63877	C10ORF84		C10ORF84							
1010307	NM_001010887.2	340485	ASAH3L		ASAH3L							
5390079	XM_944245.1	650534	LOC650534		LOC650534							
840546	AW195469		HS.542761		HS.542761							
4250246	NM_016121.3	51133	KCTD3		KCTD3							
4590554	NM_016121.3	51133	KCTD3		KCTD3							
2370274	NM_001045475.1	401387	LOC401387		LOC401387							
5270537	NM_018951.3	3206	HOXA10		HOXA10							
770291	NM_018951.3	3206	HOXA10		HOXA10							
510424	NM_052933.2	114960	TSGA13		TSGA13							
10753	NM_001025593.1	27236	ARFIP1		ARFIP1							
2060630	NM_001025593.1	27236	ARFIP1		ARFIP1							
4290338	DB297053		HS.580105		HS.580105							
630370	AI638403		HS.549952		HS.549952							
7610328	NM_020421.2	57143	ADCK1		ADCK1							
2600711	BX098326		HS.306727		HS.306727							
20048	NM_001024599.2	440689	HIST2H2BF		HIST2H2BF							
450020	NM_000608.2	5005	ORM2		ORM2							
3400743	AW444620		HS.436307		HS.436307							
7100059	NM_080663.1	112479	EXOD1		EXOD1							
2630333	NM_144611.2	124936	CYB5D2		CYB5D2							
4070113	T60863		HS.564964		HS.564964							
3990010	BQ437417		HS.125087		HS.125087							
3710022	NM_006512.1	6291	SAA4		SAA4							
840343	AW439731		HS.258510		HS.258510							
2470632	BQ184426		HS.561022		HS.561022							
5700639	NM_001077242.1	91614	DEPDC7		DEPDC7							
2630669	NM_001077242.1	91614	DEPDC7		DEPDC7							
520435	BX095819		HS.132541		HS.132541							
4480343	NM_001001703.1	401191	FLJ46010		FLJ46010							
1500500	NM_058238.1	7477	WNT7B		WNT7B							
6330270	NM_001448.2	2239	GPC4		GPC4							
3710725	BE221762		HS.542115		HS.542115							
940435	NM_030912.2	81603	TRIM8		TRIM8							
2320630	NM_182526.1	161145	FLJ33387		FLJ33387							
730408	BX091766		HS.125470		HS.125470							
3190703	NM_020157.2	56914	OTOR		OTOR							
2970603	BX507693		HS.432394		HS.432394							
5810484	NM_016449.2	51233	LOC51233		LOC51233							
3840082	NM_152418.2	138009	WDR21C		WDR21C							
3420719	NM_005316.2	2965	GTF2H1		GTF2H1							
7050220	NM_006681.1	10874	NMU		NMU							
1450021	XM_944678.1	25943	C20ORF194		C20ORF194							
990615	NM_014221.3	4515	MTCP1		MTCP1							
2450471	XM_372030.4	389633	LOC389633		LOC389633							
5260193	XM_937258.2	648213	LOC648213		LOC648213							
2260743	NM_001023567.1	440270	GOLGA8B		GOLGA8B							
580520	AW340754		HS.541191		HS.541191							
4540019	AU311495		HS.554718		HS.554718							
6960681	BM664501		HS.567096		HS.567096							
2370021	NM_133502.1	10782	ZNF274		ZNF274							
3440541	N52802		HS.545054		HS.545054							
4560020	NM_199168.2	6387	CXCL12		CXCL12							
7150600	NM_001166.3	329	BIRC2		BIRC2							
4920707	NM_001166.3	329	BIRC2		BIRC2							
4230202	BE081038		HS.577963		HS.577963							
5890382	NM_001013658.1	390667	LOC390667		LOC390667							
240403	AI051233		HS.461694		HS.461694							
780367	NM_014382.2	27032	ATP2C1		ATP2C1							
6250296	CR737311		HS.570082		HS.570082							
5270132	NM_170662.3	868	CBLB		CBLB							
6520398	AW770669		HS.550371		HS.550371							
3440241	NM_032410.2	84376	HOOK3		HOOK3							
5080471	NM_004672.3	9064	MAP3K6		MAP3K6							
6840619	NM_173642.2	284716	FAM80A		FAM80A							
2450563	NM_001008738.2	96459	FNIP1		FNIP1							
290598	XM_371466.3	388900	LOC388900		LOC388900							
6280019	NM_015102.2	261734	NPHP4		NPHP4							
4070048	NM_015102.2	261734	NPHP4		NPHP4							
3800600	NM_006986.3	9500	MAGED1		MAGED1							
1440240	AI809985		HS.203340		HS.203340							
5810605	NM_006835.2	10983	CCNI		CCNI							
4150709	XM_940996.1	651774	LOC651774		LOC651774							
4540301	NM_004588.3	6327	SCN2B		SCN2B							
6290110	NM_002913.3	5981	RFC1		RFC1							
7320437	NM_006052.1	10311	DSCR3		DSCR3							
7320669	NM_015430.2	25891	DKFZP586H2123		DKFZP586H2123							
5670543	NM_015430.2	25891	DKFZP586H2123		DKFZP586H2123							
270347	NM_001017391.1	445329	SULT1A4		SULT1A4							
5490594	NM_001017391.1	445329	SULT1A4		SULT1A4							
4180274	BG183597		HS.549398		HS.549398							
5570707	XM_928870.1	51145	LOC51145		LOC51145							
5220181	NM_001005337.1	5317	PKP1		PKP1							
4220348	AU253506		HS.548302		HS.548302							
4210348	XM_938531.1	649452	LOC649452		LOC649452							
2760669	NM_182501.2	130916	MTERFD2		MTERFD2							
6550278	XM_927072.1	653362	LOC653362		LOC653362							
3120725	AI359114		HS.355450		HS.355450							
290100	XM_940217.1	441135	LOC441135		LOC441135							
5720142	NM_004707.2	9140	ATG12		ATG12							
1410348	NM_004707.2	9140	ATG12		ATG12							
1980458	NM_001014342.2	388698	FLG2		FLG2							
7560411	DB304592		HS.582765		HS.582765							
1990392	DB113396		HS.579714		HS.579714							
3310689	AW628753		HS.583649		HS.583649							
6580020	AI873630		HS.542608		HS.542608							
5390180	NM_015338.4	171023	ASXL1		ASXL1							
3870546	AW628684		HS.574958		HS.574958							
4730414	XM_928154.1	645123	LOC645123		LOC645123							
5720452	BF212557		HS.582959		HS.582959							
2470114	NM_004369.2	1293	COL6A3		COL6A3							
5310259	NM_018714.2	9382	COG1		COG1							
1510364	NM_052942.2	115362	GBP5		GBP5							
6060041	CN284362		HS.546661		HS.546661							
7320372	NM_005442.2	8320	EOMES		EOMES							
3290440	L19369		HS.555595		HS.555595							
1580047	NM_207521.1	57142	RTN4		RTN4							
3710228	XM_927001.1	643702	LOC643702		LOC643702							
4890647	NM_030934.3	81627	C1ORF25		C1ORF25							
2260521	NM_030934.3	81627	C1ORF25		C1ORF25							
1980168	NM_000401.2	2132	EXT2		EXT2							
6620682	NM_000401.2	2132	EXT2		EXT2							
4850309	AA865081		HS.563790		HS.563790							
110711	NM_078473.2	83877	TM2D2		TM2D2							
5340315	NM_207469.1	400830	DEFB32		DEFB32							
540088	NM_207469.1	400830	DEFB32		DEFB32							
430372	NM_015915.3	51062	SPG3A		SPG3A							
770068	AI217257		HS.565472		HS.565472							
7210553	AW181958		HS.568652		HS.568652							
5910021	BM806490		HS.553851		HS.553851							
2900148	XM_001133163.1	26251	KCNG2		KCNG2							
4560164	NM_213636.1	9260	PDLIM7		PDLIM7							
4260047	NM_007374.1	4990	SIX6		SIX6							
150543	NM_030919.2	81610	FAM83D		FAM83D							
6520168	BQ182873		HS.543090		HS.543090							
1500541	AW630386		HS.566332		HS.566332							
7650689	BQ130190		HS.310040		HS.310040							
1580427	NM_018473.2	55856	THEM2		THEM2							
4050025	BX537823		HS.379253		HS.379253							
540239	NM_201627.1	90933	TRIM41		TRIM41							
2940215	BI520265		HS.125950		HS.125950							
1820091	NM_013247.4	27429	HTRA2		HTRA2							
510392	AI559179		HS.412361		HS.412361							
2120364	NM_014243.1	9508	ADAMTS3		ADAMTS3							
6520114	XM_944170.1	650392	LOC650392		LOC650392							
3370398	NM_001004687.1	391192	OR2L3		OR2L3							
4230672	XM_930236.1	653496	LOC653496		LOC653496							
2940402	NM_003252.2	7073	TIAL1		TIAL1							
4920593	NM_078626.2	1031	CDKN2C		CDKN2C							
4220164	XM_925904.1	642321	LOC642321		LOC642321							
4890348	NM_018944.2	54069	C21ORF45		C21ORF45							
160593	NM_018944.2	54069	C21ORF45		C21ORF45							
2490193	BX109248		HS.116405		HS.116405							
3940465	XM_001132867.1	646869	LOC646869		LOC646869							
7040537	NM_001015891.1	6880	TAF9		TAF9							
4050619	NM_178160.1	92736	OTOP2		OTOP2							
460152	AI833139		HS.369950		HS.369950							
6270681	NM_004334.1	683	BST1		BST1							
7160059	NM_004047.3	533	ATP6V0B		ATP6V0B							
1300255	AI677710		HS.539798		HS.539798							
6900544	BU677218		HS.538459		HS.538459							
4390520	NM_001009616.2	494197	SPANXN5		SPANXN5							
6020379	NM_001001802.1	402317	OR2A42		OR2A42							
2970136	XM_929117.1	392232	LOC392232		LOC392232							
2710747	NM_033305.2	23230	VPS13A		VPS13A							
1440093	BF507619		HS.464273		HS.464273							
6200491	XM_374637.3	442606	LOC442606		LOC442606							
1850639	XM_379258		HS.381892		HS.381892							
1340241	NM_001735.2	727	C5		C5							
3140168	NM_024800.3	79858	NEK11		NEK11							
6660059	XM_938440.2	400682	LOC400682		LOC400682							
5490201	AI793225		HS.566576		HS.566576							
4480450	NM_017848.3	54954	FAM120C		FAM120C							
3390102	XM_927214.1	643958	LOC643958		LOC643958							
1990053	NM_005035.3	5442	POLRMT		POLRMT							
870241	NM_145185.2	5609	MAP2K7		MAP2K7							
3440692	NM_152272.2	91782	CHMP7		CHMP7							
730475	NM_001080853.1	728758	LOC728758		LOC728758							
5860093	XM_940314.2	388125	NLF2		NLF2							
7100477	XM_940314.2	388125	NLF2		NLF2							
2490541	NM_021048.3	4109	MAGEA10		MAGEA10							
360193	BC033975		HS.375804		HS.375804							
650093	NM_012364.1	158131	OR1Q1		OR1Q1							
3930192	XR_016113.1	642263	LOC642263		LOC642263							
2350113	NM_003669.1	8552	INE1		INE1							
2810603	XM_939851.1	650770	LOC650770		LOC650770							
2030095	BC036491		HS.7093		HS.7093							
6960500	BX095339		HS.368560		HS.368560							
1260255	NM_001241.2	905	CCNT2		CCNT2							
4200220	NM_002938.2	6047	RNF4		RNF4							
2630437	NM_022138.1	64094	SMOC2		SMOC2							
3780494	AA780925		HS.566746		HS.566746							
870162	XM_940973.1	651754	LOC651754		LOC651754							
2320379	BG534105		HS.522428		HS.522428							
6900056	BM726848		HS.400131		HS.400131							
3830743	NM_032843.3	84929	FIBCD1		FIBCD1							
5360053	XM_927456.1	644278	LOC644278		LOC644278							
